Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af øvrige maskiner til specielle formål i.a.n.,Fremstilling af løfte- og håndteringsudstyr,Fremstilling af andre maskiner til generelle formål i.a.n.,"Fremstilling af motorer og turbiner, undtagen motorer til flyvemaskiner, motorkøretøjer og knallerter","Fremstilling af klimaanlæg, ikke til husholdningsbrug","Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",Fremstilling af hydraulisk udstyr,Fremstilling af maskiner til råstofindvindingsindustrien samt bygge- og anlæg,Fremstilling af maskiner til produktion af plast og gummi,Fremstilling af metalforarbejdende maskiner og maskinværktøj til bearbejdning af metal,Fremstilling af landbrugs- og skovbrugsmaskiner,Fremstilling af motordrevet håndværktøj,Fremstilling af andet maskinværktøj,"Fremstilling af maskiner til produktion af tekstiler, beklædningsartikler og læder","Fremstilling af ovne, ildsteder og fyringsaggregater til boligopvarmning",Fremstilling af andre haner og ventiler,"Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer",Fremstilling af andre pumper og kompressorer,Fremstilling af maskiner til additiv fremstilling,Fremstilling af maskiner til produktion af papir og pap,"Fremstilling af kontormaskiner og -udstyr, undtagen computere og ydre enheder",Fremstilling af maskiner til metallurgi
SINUS DAIRY ApS,"Gammelby Møllevej 4 B, 6700 Esbjerg",Esbjerg,12.01.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,31934583,125.0,286000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEMMELUND INVEST ApS,"Thorsøhøjen 18, 8600 Silkeborg",Silkeborg,25.04.2005,Ikke oplyst,Ikke oplyst,Anpartsselskab,28697899,225.0,-13000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJERRINGBRO VÆGTE ApS,"Skovmarken 10, 8850 Bjerringbro",Viborg,27.06.2005,5.0,Mikro,Anpartsselskab,28856822,250.0,2565000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINKA ENERGY A/S,"Nylandsvej 38, 6940 Lem St",Ringkøbing-Skjern,18.04.1994,47.0,Lille,Aktieselskab,17775693,3.0,31102000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVM GROUP ApS,"Nibevej 374, 9200 Aalborg SV",Aalborg,14.06.2021,3.0,Mikro,Anpartsselskab,42463981,90.0,904000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simatek A/S,"Energivej 3, 4180 Sorø",Sorø,25.09.2015,70.0,Mellemstor,Aktieselskab,37157031,1.5,58233000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUNDFOS WATER TREATMENT DENMARK A/S,"Århusvej 79, 8660 Skanderborg",Skanderborg,09.01.1937,204.0,Mellemstor,Aktieselskab,39176513,2.914,119237000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CON CHEM HOLDING ApS,"Haderslevvej 60, 6760 Ribe",Esbjerg,26.04.2000,2.0,Mikro,Anpartsselskab,25352432,125.0,-84000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROCES-DATA A/S,"Navervej 8, 8600 Silkeborg",Silkeborg,26.11.1993,48.0,Lille,Aktieselskab,17467042,1.0,26592000.0,DKK,2024.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varup Teknik ApS,"Skrosbjergvej 12, 4682 Tureby",Faxe,25.06.2019,4.0,Mikro,Anpartsselskab,40610634,40.0,998000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rantec ApS,"Finlandsvej 8, 5700 Svendborg",Svendborg,19.06.2018,7.0,Mikro,Anpartsselskab,39655721,63.0,5120000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROBLON AKTIESELSKAB,"Fabriksvej 7, 9900 Frederikshavn",Frederikshavn,11.01.1962,77.0,Mellemstor,Aktieselskab,57068515,35.763,,nan,2024.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWTEC ENGINEERING A/S,"Stærmosegårdsvej 18, 5230 Odense M",Odense,25.04.2006,37.0,Lille,Aktieselskab,29517495,10.0,65262000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naturvenlig Energi ApS,"Søndervej 42, 4735 Mern",Vordingborg,26.06.2017,2.0,Mikro,Anpartsselskab,38752715,50.0,-136000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMCO CONTROLS A/S,"Høgevej 6, 3400 Hillerød",Hillerød,04.01.1977,27.0,Lille,Aktieselskab,80219512,900.0,18720000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH HANDLING A/S,"Lundvej 48, 8800 Viborg",Viborg,05.12.2003,7.0,Mikro,Aktieselskab,27466974,1.0,6746000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyndestoft Maskinfabrik ApS,"Vesterled 38 A, 7830 Vinderup",Holstebro,02.10.2017,3.0,Mikro,Anpartsselskab,38981471,50.0,957000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG STÅL OG MASKINTEKNIK ApS,"Spettrupvej 5, 8722 Hedensted",Hedensted,01.02.2014,1.0,Mikro,Anpartsselskab,35659803,50.0,365000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOESKJAER ApS,"Erhvervsvangen 7, 5792 Årslev",Faaborg-Midtfyn,26.05.2010,5.0,Mikro,Anpartsselskab,32938574,80.0,7983000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUREFA NORD ApS,"Vævergangen 22 D, 2690 Karlslunde",Greve,02.12.2013,5.0,Mikro,Anpartsselskab,25297180,285.0,3818000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VESTAS MANUFACTURING A/S,"Hedeager 42, 8200 Aarhus N",Århus,29.06.2004,2899.0,Stor,Aktieselskab,27988210,100.0,279603000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINTEC ApS,"Risbjergvej 28, 7330 Brande",Ikast-Brande,07.05.2002,4.0,Mikro,Anpartsselskab,26612918,140.0,3131000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elevatorselskabet af 01.02.2022 ApS,"Hammerholmen 34, 2650 Hvidovre",Hvidovre,02.02.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43047604,40.0,-118000.0,DKK,2024.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SM Industries A/S,"Værksvej 5, 6230 Rødekro",Aabenraa,19.02.1980,349.0,Stor,Aktieselskab,88374614,15.0,118881000.0,DKK,2023.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILTEC VANDTEKNIK ApS,"Hovedgaden 498, 2640 Hedehusene",Høje-Taastrup,25.06.2012,1.0,Mikro,Anpartsselskab,34606021,80.0,2279000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEL NORDIC Holding ApS,"Søndre Strandvej 74 A, 3000 Helsingør",Helsingør,01.01.2001,Ikke oplyst,Ikke oplyst,Anpartsselskab,25899474,125.0,-55000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engdal elevator ApS,"Fruens Bøge Allé 30, 5250 Odense SV",Odense,08.03.2018,14.0,Lille,Anpartsselskab,39396432,50.0,8364000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JENSEN OVERFLADETEKNIK ApS,"Sørupvej 34, 3480 Fredensborg",Fredensborg,01.06.1991,Ikke oplyst,Ikke oplyst,Anpartsselskab,15206888,40.0,-1000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPITZER ENGINEERING ApS,"Leopardvej 14, 7700 Thisted",Thisted,05.03.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,27627005,125.0,298000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK SVEJSEUDSTYR ApS,"Baldersbækvej 38, 2635 Ishøj",Ishøj,27.06.2005,1.0,Mikro,Anpartsselskab,28868030,125.0,1831000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cavendish Hydrogen A/S,"Vejlevej 5, 7400 Herning",Herning,01.01.2003,189.0,Mellemstor,Aktieselskab,26933048,21.655,33986000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boligvex Salg og Service ApS,"Rosbjergvej 54 T, 8220 Brabrand",Århus,22.03.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29421374,125.0,4000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JH MASKINTEKNIK ApS,"Lejrskovvej 4, 6640 Lunderskov",Kolding,13.06.2013,9.0,Mikro,Anpartsselskab,35376658,80.0,4088000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONSIDARET HOLDING A/S,"Humlehaven 2, 3050 Humlebæk",Fredensborg,21.05.2008,Ikke oplyst,Ikke oplyst,Aktieselskab,31468248,534.0,-95000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Klausen Consulting ApS,"Fasanvej 6, 9900 Frederikshavn",Frederikshavn,10.08.2022,1.0,Mikro,Anpartsselskab,43463349,40.0,531000.0,DKK,2024.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOVENCO FIRE FIGHTING A/S,"Vesterhavsgade 145, 6700 Esbjerg",Esbjerg,15.03.2006,Ikke oplyst,Ikke oplyst,Aktieselskab,29421951,3.0,-29000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDRAM ApS,"Søndre Smalbyvej 9, 9370 Hals",Aalborg,10.12.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37292540,50.0,135000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q-NOR Engineering ApS,"Tverstedvej 29, 9800 Hjørring",Hjørring,01.12.2018,1.0,Mikro,Anpartsselskab,40071261,40.0,1075000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOURCE TECHNOLOGY ApS,"Korsvej 11, 6000 Kolding",Kolding,31.08.2006,20.0,Lille,Anpartsselskab,29845336,1.0,21934000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fremtiden Pumps A/S,"Rypevej 4, 8870 Langå",Favrskov,01.07.2021,Ikke oplyst,Ikke oplyst,Aktieselskab,42510270,400.0,504000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDLYS DENMARK ApS,"Skanderborgvej 10, 7600 Struer",Struer,15.01.2015,2.0,Mikro,Anpartsselskab,36495464,50.0,322000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB INVENTECH A/S,"E Christensens Vej 76, 7430 Ikast",Ikast-Brande,28.06.2004,116.0,Mellemstor,Aktieselskab,26988802,1.0,48855000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VACTO ApS,"Jens Grøns Vej 18, 7100 Vejle",Vejle,03.02.2006,6.0,Mikro,Anpartsselskab,29322961,125.0,1390000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBD Equipment A/S,"Gl. Århusvej 349, 8800 Viborg",Viborg,09.07.2015,1.0,Mikro,Aktieselskab,36967374,500.0,747000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coatable A/S,"Knud Bro Alle 7 B, 3660 Stenløse",Egedal,06.08.2021,2.0,Mikro,Aktieselskab,42590169,1.571,,nan,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVFtech ApS,"Klintehøj Vænge 3, 3460 Birkerød",Rudersdal,07.05.1998,32.0,Lille,Anpartsselskab,20892307,260.0,19227000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAT ASIA ApS,"Philip De Langes Allé 5 A st tv, 1435 København K",København,09.06.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29614725,125.0,-82000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.S. MØLLER HOLDING ApS,"Mølhøjvangen 26, 9610 Nørager",Rebild,15.04.2013,1.0,Mikro,Anpartsselskab,35228462,80.0,38000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILR ApS,"Marienborg Alle 75 A, 2860 Søborg",Gladsaxe,30.08.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,28102070,125.0,-1000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAT ApS,"Slotsvej 21, 8543 Hornslet",Syddjurs,31.12.2017,1.0,Mikro,Anpartsselskab,39248271,50.0,763000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OX3 VENTILATION ApS,"Egegårdsvej 3, 5260 Odense S",Odense,01.10.2010,22.0,Lille,Anpartsselskab,33241143,282.0,10970000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VIGGO HANSEN A/S, SMEDE- OG MASKINFABRIK","Egegårdsvej 5, 5260 Odense S",Odense,02.01.1989,29.0,Lille,Aktieselskab,12678444,500.0,17382000.0,DKK,2024.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETFORDIG ApS,"Dråbystræde 4, 7900 Nykøbing M",Morsø,29.05.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40559663,40.0,-8000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ringsted Hydraulik Service ApS,"Rugvænget 3, 4100 Ringsted",Ringsted,07.03.2023,3.0,Mikro,Anpartsselskab,43904876,40.0,725000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJORTKÆR MASKINFABRIK A/S,"Præstebrovej 52, 6818 Årre",Varde,10.05.1993,17.0,Lille,Aktieselskab,16945870,500.0,8135000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind Ventilation ApS,"Stationsvej 3, 4800 Nykøbing F",Guldborgsund,03.03.2021,1.0,Mikro,Anpartsselskab,42181242,40.0,792000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EasyRobotics ApS,"Tinggårdvej 1, 6400 Sønderborg",Sønderborg,08.12.2014,3.0,Mikro,Anpartsselskab,36459956,50.0,3432000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMGAARD AUTOMATIK A/S,"Industrivej 12, 9490 Pandrup",Jammerbugt,19.01.2007,15.0,Lille,Aktieselskab,30203984,1.042,11874000.0,DKK,2023.0,0,0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAGEN BLADE TECHNOLOGY ApS,"Danmarksgade 56, 9900 Frederikshavn",Frederikshavn,16.10.2014,1.0,Mikro,Anpartsselskab,36413301,1.077,1960000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISA INDUSTRIES A/S,"Højager 8, 2630 Taastrup",Høje-Taastrup,07.09.1995,242.0,Mellemstor,Aktieselskab,18802996,30.0,322714000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPECIALFABRIKKEN VINDERUP A/S,"Industrivej 2, 7830 Vinderup",Holstebro,04.10.1973,13.0,Lille,Aktieselskab,24953718,1.0,4257000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPE TRUCKSERVICE ApS,"Langgade 49, 5750 Ringe",Faaborg-Midtfyn,20.06.1979,2.0,Mikro,Anpartsselskab,87165914,200.0,1016000.0,DKK,2024.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golf & machines Aps,"Klokkestøbervej 31 B, 8800 Viborg",Viborg,18.11.2005,6.0,Mikro,Anpartsselskab,29179794,115.0,1539000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JibFlex A/S,"Sahara 4, 6700 Esbjerg",Esbjerg,20.12.2022,Ikke oplyst,Ikke oplyst,Aktieselskab,43739573,400.0,5633000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLF ApS,"Hestehøjvej 13, 5260 Odense S",Odense,07.02.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41147547,40.0,-55000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grøn Køling ApS,"Vissevej 95 A, 9210 Aalborg SØ",Aalborg,16.02.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43060449,40.0,25000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANI MEMBRANES A/S,"Ryttermarken 8, 3520 Farum",Furesø,01.04.2014,22.0,Lille,Aktieselskab,35821015,2.159,9299000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASKINBYGGER CARL FR. PETERSEN ApS,"Industrivej 29, 6240 Løgumkloster",Tønder,28.06.1984,6.0,Mikro,Anpartsselskab,75119615,125.0,1686000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dia-Print ApS,"Hejrevang 17, 3450 Allerød",Allerød,27.11.2018,1.0,Mikro,Anpartsselskab,40103279,50.0,641000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUGO-DAN A/S,"Bødkervej 1-3, 5750 Ringe",Faaborg-Midtfyn,29.12.2006,13.0,Lille,Aktieselskab,29807140,501.0,9379000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEROS A/S,"Nyborgvej 8, 5750 Ringe",Faaborg-Midtfyn,30.11.1970,64.0,Mellemstor,Aktieselskab,33546513,2.45,31840000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBI Advanced Technologies ApS,"Jernholmen 12, 2650 Hvidovre",Hvidovre,06.04.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41281677,40.0,1002000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
